building,town,county,occurrences,candidate_tower_id,candidate_confidence,decision,decision_reason
Wobbly Bob's Campanile,Bovey Tracy,Devon,1,,none,reject,resolver found no tower
St Peter and St Paul,Ringwood,Hampshire,1,16719,high,accept,"high confidence, verified sample and dedication tokens"
St Jude,Blackburn,Lancashire,1,13874,high,accept,"high confidence, verified sample and dedication tokens"
St Swithun,Woodbury,Devon,1,11884,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Bebington,Merseyside,1,11241,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Gilmorton,Leicestershire,1,17131,high,accept,"high confidence, verified sample and dedication tokens"
St Paul,Daybrook,Nottinghamshire,1,15411,high,accept,"high confidence, verified sample and dedication tokens"
Holy Ascension,Settle,North Yorkshire,1,14793,high,accept,"high confidence, verified sample and dedication tokens"
St Silas,Blackburn,Lancashire,1,11152,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Monken Hadley,Middlesex,1,11674,high,accept,"high confidence, verified sample and dedication tokens"
"Great Hockham, Oldham,  Bury St Edmunds & Chelmsford",Ringing Room,UK,1,,none,reject,resolver found no tower
St Mary the Virgin,Ware,Hertfordshire,1,14966,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew and St Mary,Condover,Shropshire,1,13075,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Prior's Norton,Gloucestershire,1,13662,high,accept,"high confidence, verified sample and dedication tokens"
St Dunstan-in-the-East,London,,1,11914,medium,accept,"medium, building shares dedication evidence"
St John,Hackney,Greater London,1,16961,high,accept,"high confidence, verified sample and dedication tokens"
,Tideswell,,1,16875,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Liss,Hampshire,1,13966,high,accept,"high confidence, verified sample and dedication tokens"
,Orwell,,1,11133,high,accept,"high confidence, verified sample and dedication tokens"
"The Rose Inn, St Laurence",Ramsgate,Kent,1,16943,high,accept,"high confidence, verified sample and dedication tokens"
St Augustine,Thorpe Bay,Essex,1,16408,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter and Paul,Aldeburgh,Suffolk,1,17039,high,accept,"high confidence, verified sample and dedication tokens"
,South Hackney,,1,16835,high,accept,"high confidence, verified sample and dedication tokens"
,Bray,Berks,1,11267,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Hook Norton,Oxfordshire,1,10393,high,accept,"high confidence, verified sample and dedication tokens"
St Martin-in-the-Fields,Philadelphia,Pennsylvania,1,13478,high,accept,"high confidence, verified sample and dedication tokens"
Annunciation,Chislehurst,,1,10438,high,accept,"high confidence, verified sample and dedication tokens"
St Mary and All Saints,Fillongley,Warwickshire,1,11875,high,accept,"high confidence, verified sample and dedication tokens"
St Mary Magdalene,Wethersfield,Essex,1,16257,high,accept,"high confidence, verified sample and dedication tokens"
St Margaret,Ditchling,East Sussex,1,14374,high,accept,"high confidence, verified sample and dedication tokens"
Holy Cross,Uckfield,East Sussex,1,13406,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Bridport,Dorset,1,14762,high,accept,"high confidence, verified sample and dedication tokens"
St Mary's Cathedral,Sydney NSW,Australia,1,,none,reject,resolver found no tower
St Mary the Virgin,Burwell,Cambridgeshire,1,13607,high,accept,"high confidence, verified sample and dedication tokens"
Chedburgh Campanile,Lincoln,Lincolnshire,1,25226,high,accept,"high confidence, verified sample and dedication tokens"
Woodside Campanile,Branston,Lincolnshire,1,25264,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Harmston,Lincolnshire,1,12433,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Whittlesey,Cambridgeshire,1,14725,high,accept,"high confidence, verified sample and dedication tokens"
SS Margaret and Andrew,Littleham,Devon,1,,none,reject,resolver found no tower
"St Mary the Blessed Virgin, Plympton St Mary",Plymouth,Devon,1,12741,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Much Hadham,Hertfordshire,1,14194,high,accept,"high confidence, verified sample and dedication tokens"
Holy Trinity,Hoghton,Lancashire,1,11022,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Dowlish Wake,Somerset,1,13853,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter & Paul,Newport Pagnell,Buckinghamshire,1,10854,medium,accept,"medium, building shares dedication evidence"
St Mary's Centre,Chester,Cheshire,1,14876,medium,accept,"medium, building shares dedication evidence"
Priory Church of SS Mary and Cuthbert,Worksop,Nottinghamshire,1,10021,medium,accept,"medium, building shares dedication evidence"
The Little Orchard Tower,East Huntspill,Somerset,1,17459,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,Clyst Honiton,Devon,1,11114,high,accept,"high confidence, verified sample and dedication tokens"
"St Michael and All Angels, Pinhoe",Exeter,Devon,1,13926,high,accept,"high confidence, verified sample and dedication tokens"
The Midways Campanile,Stubbington,Hampshire,1,25255,medium,accept,"medium, building shares dedication evidence"
Cathedral Church of St Peter and St Paul,Washington,District of Columbia,1,14848,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Dewsbury,West Yorkshire,1,10877,high,accept,"high confidence, verified sample and dedication tokens"
"Reedham, Roseville (MN), St Paul (MN), Coon Rapids (MN), Vancouver (WA)",Ringing Room,UK & USA,1,,none,reject,resolver found no tower
St George the Martyr,Southwark,Surrey,1,,none,reject,resolver found no tower
,Poplar,Middx,1,14021,medium,reject,adjudicated: multi-tower town with no building evidence
,Ringing Room UK,"Bearsden, Cambridge, Cambridge, Eaton Socon",1,,none,reject,resolver found no tower
St Mary the Blessed Virgin,Olveston,Gloucestershire,1,14742,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Mersham,Kent,1,15356,high,accept,"high confidence, verified sample and dedication tokens"
Our Lady and the English Martyrs,Cambridge,Cambridgeshire,1,12645,medium,accept,"medium, building shares dedication evidence"
St Michael and all Angels,Mottram-in-Longdendale,Cheshire,1,12605,high,accept,"high confidence, verified sample and dedication tokens"
60 Liverpool Street,Southampton,Hampshire,1,,none,reject,resolver found no tower
"Cheltenham, Napierville (IL), Oldham, Vernet-les-Bains",Ringing Room,"UK, USA & France",1,,none,reject,resolver found no tower
MTB,Hopton Heath,Shropshire,1,13820,medium,reject,adjudicated: building appears to be a house name
Christ Church,North Shields,Northumberland,1,,none,reject,resolver found no tower
,Great Hampton,Worcs,1,12445,high,accept,"high confidence, verified sample and dedication tokens"
St Bartholomew,Haslemere,Surrey,1,13219,high,accept,"high confidence, verified sample and dedication tokens"
St John Horsleydown,Southwark,Surrey,1,,none,reject,resolver found no tower
Unknown,Norwich,Norfolk,1,,none,reject,resolver found no tower
"The Osborn Arms, Heneage Street",Spitalfields,Greater London,1,,none,reject,resolver found no tower
St John the Evangelist,Groton,Massachusetts,1,15745,medium,reject,adjudicated: names a saint absent from the sole tower
St Mary and St Thomas,Wymondham,Norfolk,1,16892,medium,accept,"sole tower in town, building is ecclesiastical"
,Cambridge (MIT),Massachusetts,1,,none,reject,resolver found no tower
SS. Peter & Paul,Coleshill,Warwickshire,1,10412,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral,Derby,,1,16607,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Kidderminster,,1,13561,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Cardiff,South Glamorgan,1,12372,high,accept,"high confidence, verified sample and dedication tokens"
St James,kingston,Dorset,1,14840,high,accept,"high confidence, verified sample and dedication tokens"
Wells Cathedral,Wells,,1,,none,reject,resolver found no tower
Barstable School,Barstable,Essex,1,,none,reject,resolver found no tower
St Mark,Worsley,Gtr. Man,1,,none,reject,resolver found no tower
St Peter,Bexhill on Sea,East Sussex,1,12863,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Blockley,Gloucestershire,1,12356,high,accept,"high confidence, verified sample and dedication tokens"
"Holy Sepulchre without Newgate, Holborn Viaduct",City of London,,1,11081,high,accept,"high confidence, verified sample and dedication tokens"
76 Ashlawn Road,Rugby,Warwickshire,1,,none,reject,resolver found no tower
,Reigate,Surrey,1,14463,medium,reject,adjudicated: multi-tower town with no building evidence
Abbey Church of St Mary the Virgin and St Thomas a Becket,Wymondham,Norfolk,1,16892,high,accept,"high confidence, verified sample and dedication tokens"
"Ship and Sailor, Effingham Place",Deptford,Greater London,1,,none,reject,resolver found no tower
St Mary the Virgin,Saffron Walden,Essex,1,12985,high,accept,"high confidence, verified sample and dedication tokens"
St Philip,Birmingham,,1,15513,high,accept,"high confidence, verified sample and dedication tokens"
23 Park Road,Rugby,,1,,none,reject,resolver found no tower
,St Marychurch,Devon,1,15054,high,accept,"high confidence, verified sample and dedication tokens"
St Laurence,Stroud,Gloucestershire,1,14747,high,accept,"high confidence, verified sample and dedication tokens"
Christ Church,West Bromwich,Staffordshire,1,,none,reject,resolver found no tower
St Peter and St Paul,Cudham,Greater London,1,11480,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Gosforth,Northumb,1,,none,reject,resolver found no tower
"Great Hockham,Oldham, Norwich, South Walsham & Wymondham",Ringing Room,Uk,1,,none,reject,resolver found no tower
1 Totland Grove,Chester,Cheshire,1,,none,reject,resolver found no tower
,Malvern Link,Worcs,1,16823,medium,reject,adjudicated: multi-tower town with no building evidence
St Sidwell,Exeter,Devon,1,20013,high,accept,"high confidence, verified sample and dedication tokens"
Lavenham,Gravesend,Kent,1,,none,reject,resolver found no tower
St George,Stockport,,1,14137,high,accept,"high confidence, verified sample and dedication tokens"
St Mary and St Lambert,Stonham Aspal,Suffolk,1,15781,high,accept,"high confidence, verified sample and dedication tokens"
S Michael Archangel,Lyme Regis,Dorset,1,14094,high,accept,"high confidence, verified sample and dedication tokens"
St Peter Mancroft,Norwich,,1,11970,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Leighton Buzzard,Bedfordshire,1,10931,high,accept,"high confidence, verified sample and dedication tokens"
Unknown,Abingdon,Oxfordshire,1,,none,reject,resolver found no tower
12 Greville Place,St John's Wood,Middlesex,1,,none,reject,resolver found no tower
St Giles Belfry,Newcastle,Staffordshire,1,,none,reject,resolver found no tower
St John the Baptist,Yeovil,Somerset,1,15997,high,accept,"high confidence, verified sample and dedication tokens"
,Bromsgrove,,1,10080,medium,reject,adjudicated: multi-tower town with no building evidence
St John the Baptist,Bromsgrove,Worcestershire,1,10080,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Aylsham,Norfolk,1,16792,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Brighton,,1,10859,high,accept,"high confidence, verified sample and dedication tokens"
,Reigate,,1,14463,medium,reject,adjudicated: multi-tower town with no building evidence
"Eaton Socon,Wetton, Cambridge, Oldham & Great Hockham",Ringing Room,UK,1,,none,reject,resolver found no tower
,Banbury,,1,14105,medium,reject,adjudicated: multi-tower town with no building evidence
Blessed Virgin Mary,Bathwick,Somerset,1,13019,high,accept,"high confidence, verified sample and dedication tokens"
Priory Church of SS Mary and Michael,Great Malvern,Worcestershire,1,13083,medium,accept,"medium, building shares dedication evidence"
Cathedral Church of the Blessed Virgin Mary and St Ethelbert,Hereford,Herefordshire,1,16543,high,accept,"high confidence, verified sample and dedication tokens"
